! _polyline
2.6347,-2.6347,29.625
3.1838,-1.8381,29.75
3.503,-0.9386,29.875
3.5769,0,30
3.4071,0.9129,30.125
3.0117,1.7388,30.25
2.4239,2.4239,30.375
1.6891,2.9256,30.5
0.8615,3.2151,30.625
0,3.2788,30.75
-0.8358,3.1191,30.875
-1.5897,2.7535,31
-2.2131,2.2131,31.125
-2.6675,1.5401,31.25
-2.9272,0.7843,31.375
-2.9808,-0,31.5
-2.8312,-0.7586,31.625
-2.4954,-1.4407,31.75
-2.0023,-2.0023,31.875
-1.391,-2.4093,32
-0.7072,-2.6393,32.125
-0,-2.6827,32.25
0.6815,-2.5433,32.375
1.2917,-2.2372,32.5
1.7916,-1.7916,32.625
2.1512,-1.242,32.75
2.3513,-0.63,32.875
2.3846,0,33
2.2554,0.6043,33.125
1.9791,1.1426,33.25
1.5808,1.5808,33.375
1.0929,1.893,33.5
0.5529,2.0634,33.625
0,2.0865,33.75
-0.5272,1.9675,33.875
-0.9936,1.7209,34
-1.37,1.37,34.125
-1.6349,0.9439,34.25
-1.7755,0.4757,34.375
-1.7885,-0,34.5
-1.6795,-0.45,34.625
-1.4628,-0.8446,34.75
-1.1592,-1.1592,34.875
-0.7949,-1.3768,35
-0.3986,-1.4876,35.125
-0,-1.4904,35.25
0.3729,-1.3916,35.375
0.6955,-1.2047,35.5
0.9485,-0.9485,35.625
1.1186,-0.6458,35.75
1.1997,-0.3214,35.875
1.1923,0,36
1.1037,0.2957,36.125
0.9465,0.5465,36.25
0.7377,0.7377,36.375
0.4968,0.8605,36.5
0.2443,0.9117,36.625
0,0.8942,36.75
-0.2186,0.8158,36.875
-0.3974,0.6884,37
-0.5269,0.5269,37.125
-0.6023,0.3478,37.25
-0.6238,0.1672,37.375
-0.5962,-0,37.5
-0.5279,-0.1414,37.625
-0.4302,-0.2484,37.75
-0.3162,-0.3162,37.875
-0.1987,-0.3442,38
-0.09,-0.3359,38.125
-0,-0.2981,38.25
0.0643,-0.2399,38.375
0.0994,-0.1721,38.5
0.1054,-0.1054,38.625
0.086,-0.0497,38.75
0.048,-0.0129,38.875
-0,0,39
_Enter
