_Polyline 15.5, 0, 0
13.3373463628, 7.70032051282, 0.25
7.65064102564, 13.2512989669, 0.5
9.30849321852E-16, 15.2019230769, 0.75
-7.55128205128, 13.0792041751, 1
-12.9931567792, 7.5016025641, 1.25
-14.9038461538, 8.44383201092E-15, 1.5
-12.8210619874, -7.40224358974, 1.75
-7.35256410256, -12.7350145915, 2
-2.68303628063E-15, -14.6057692308, 2.25
7.25320512821, -12.5629197998, 2.5
12.4768724039, -7.20352564103, 2.75
14.3076923077, 0, 3
12.3047776121, 7.10416666667, 3.25
7.05448717949, 12.2187302162, 3.5
8.57841531903E-16, 14.0096153846, 3.75
-6.95512820513, 12.0466354244, 4
-11.9605880285, 6.90544871795, 4.25
-13.7115384615, 7.76832545004E-15, 4.5
-11.7884932368, -6.80608974359, 4.75
-6.75641025641, -11.7024458409, 5
-2.46401291078E-15, -13.4134615385, 5.25
6.65705128205, -11.5303510491, 5.5
11.4443036532, -6.60737179487, 5.75
13.1153846154, 0, 6
11.2722088614, 6.50801282051, 6.25
6.45833333333, 11.1861614655, 6.5
7.84833741954E-16, 12.8173076923, 6.75
-6.35897435897, 11.0140666738, 7
-10.9280192779, 6.30929487179, 7.25
-12.5192307692, 7.09281888917E-15, 7.5
-10.7559244861, -6.20993589744, 7.75
-6.16025641026, -10.6698770902, 8
-2.24498954094E-15, -12.2211538462, 8.25
6.0608974359, -10.4977822984, 8.5
10.4117349025, -6.01121794872, 8.75
11.9230769231, 0, 9
10.2396401108, 5.91185897436, 9.25
5.86217948718, 10.1535927149, 9.5
7.11825952004E-16, 11.625, 9.75
-5.76282051282, 9.98149792311, 10
-9.89545052722, 5.71314102564, 10.25
-11.3269230769, 6.4173123283E-15, 10.5
-9.72335573544, -5.61378205128, 10.75
-5.5641025641, -9.63730833955, 11
-2.02596617109E-15, -11.0288461538, 11.25
5.46474358974, -9.46521354777, 11.5
9.37916615188, -5.41506410256, 11.75
10.7307692308, 0, 12
9.20707136011, 5.31570512821, 12.25
5.26602564103, 9.12102396422, 12.5
6.38818162055E-16, 10.4326923077, 12.75
-5.16666666667, 8.94892917244, 13
-8.86288177655, 5.11698717949, 13.25
-10.1346153846, 5.74180576742E-15, 13.5
-8.69078698477, -5.01762820513, 13.75
-4.96794871795, -8.60473958888, 14
-1.80694280124E-15, -9.83653846154, 14.25
4.86858974359, -8.43264479711, 14.5
8.34659740122, -4.81891025641, 14.75
9.53846153846, 0, 15
8.17450260944, 4.71955128205, 15.25
4.66987179487, 8.08845521355, 15.5
5.65810372106E-16, 9.24038461538, 15.75
-4.57051282051, 7.91636042177, 16
-7.83031302588, 4.52083333333, 16.25
-8.94230769231, 5.06629920655E-15, 16.5
-7.65821823411, -4.42147435897, 16.75
-4.37179487179, -7.57217083822, 17
-1.58791943139E-15, -8.64423076923, 17.25
4.27243589744, -7.40007604644, 17.5
7.31402865055, -4.22275641026, 17.75
8.34615384615, 0, 18
7.14193385877, 4.1233974359, 18.25
4.07371794872, 7.05588646288, 18.5
4.92802582157E-16, 8.04807692308, 18.75
-3.97435897436, 6.88379167111, 19
-6.79774427522, 3.92467948718, 19.25
-7.75, 4.39079264568E-15, 19.5
-6.62564948344, -3.82532051282, 19.75
-3.77564102564, -6.53960208755, 20
-1.36889606155E-15, -7.45192307692, 20.25
3.67628205128, -6.36750729577, 20.5
6.28145989989, -3.6266025641, 20.75
7.15384615385, 0, 21
6.10936510811, 3.52724358974, 21.25
3.47756410256, 6.02331771222, 21.5
4.19794792208E-16, 6.85576923077, 21.75
-3.37820512821, 5.85122292044, 22
-5.76517552455, 3.32852564103, 22.25
-6.55769230769, 3.7152860848E-15, 22.5
-5.59308073277, -3.22916666667, 22.75
-3.17948717949, -5.50703333689, 23
-1.1498726917E-15, -6.25961538462, 23.25
3.08012820513, -5.33493854511, 23.5
5.24889114922, -3.03044871795, 23.75
5.96153846154, 0, 24
5.07679635744, 2.93108974359, 24.25
2.88141025641, 4.99074896155, 24.5
3.46787002259E-16, 5.66346153846, 24.75
-2.78205128205, 4.81865416977, 25
-4.73260677389, 2.73237179487, 25.25
-5.36538461538, 3.03977952393E-15, 25.5
-4.56051198211, -2.63301282051, 25.75
-2.58333333333, -4.47446458622, 26
-9.30849321852E-16, -5.06730769231, 26.25
2.48397435897, -4.30236979444, 26.5
4.21632239855, -2.43429487179, 26.75
4.76923076923, 0, 27
4.04422760678, 2.33493589744, 27.25
2.28525641026, 3.95818021089, 27.5
2.73779212309E-16, 4.47115384615, 27.75
-2.1858974359, 3.78608541911, 28
-3.70003802322, 2.13621794872, 28.25
-4.17307692308, 2.36427296306E-15, 28.5
-3.52794323144, -2.03685897436, 28.75
-1.98717948718, -3.44189583555, 29
-7.11825952004E-16, -3.875, 29.25
1.88782051282, -3.26980104378, 29.5
3.18375364789, -1.83814102564, 29.75
3.57692307692, 0, 30
3.01165885611, 1.73878205128, 30.25
1.6891025641, 2.92561146022, 30.5
2.0077142236E-16, 3.27884615385, 30.75
-1.58974358974, 2.75351666844, 31
-2.66746927255, 1.54006410256, 31.25
-2.98076923077, 1.68876640218E-15, 31.5
-2.49537448078, -1.44070512821, 31.75
-1.39102564103, -2.40932708489, 32
-4.92802582157E-16, -2.68269230769, 32.25
1.29166666667, -2.23723229311, 32.5
2.15118489722, -1.24198717949, 32.75
2.38461538462, 0, 33
1.97909010544, 1.14262820513, 33.25
1.09294871795, 1.89304270955, 33.5
1.27763632411E-16, 2.08653846154, 33.75
-0.99358974359, 1.72094791778, 34
-1.63490052189, 0.94391025641, 34.25
